date_time,time_in_hr,traffic_volume,x,y
2012-10-07 00:00:00,-24.000000,1233,-0.987750,1.233000
2012-10-07 03:00:00,-21.000000,323,-0.872221,0.323000
2012-10-07 04:00:00,-20.000000,312,-0.826537,0.312000
2012-10-07 05:00:00,-19.000000,627,-0.776105,0.627000
2012-10-07 06:00:00,-18.000000,1508,-0.737031,1.508000
2012-10-07 07:00:00,-17.000000,1539,-0.715120,1.539000
2012-10-07 08:00:00,-16.000000,2232,-0.660069,2.232000
2012-10-07 09:00:00,-15.000000,4568,-0.626051,4.568000
2012-10-07 10:00:00,-14.000000,4624,-0.584050,4.624000
2012-10-07 11:00:00,-13.000000,4529,-0.538815,4.529000
2012-10-07 12:00:00,-12.000000,5139,-0.499000,5.139000
2012-10-07 13:00:00,-11.000000,6640,-0.448234,6.640000
2012-10-07 14:00:00,-10.000000,6589,-0.411382,6.589000
2012-10-07 15:00:00,-9.000000,4429,-0.374155,4.429000
2012-10-07 16:00:00,-8.000000,4329,-0.330251,4.329000
2012-10-07 17:00:00,-7.000000,3833,-0.289349,3.833000
2012-10-07 18:00:00,-6.000000,4015,-0.239624,4.015000
2012-10-07 19:00:00,-5.000000,3382,-0.209758,3.382000
2012-10-07 20:00:00,-4.000000,2815,-0.164493,2.815000
2012-10-07 21:00:00,-3.000000,2110,-0.130931,2.110000
2012-10-07 22:00:00,-2.000000,1555,-0.101062,1.555000
2012-10-07 23:00:00,-1.000000,959,-0.037128,0.959000
2012-10-08 00:00:00,0.000000,455,0.006003,0.455000
2012-10-08 01:00:00,1.000000,336,0.036513,0.336000
2012-10-08 02:00:00,2.000000,265,0.099096,0.265000
2012-10-08 03:00:00,3.000000,314,0.114900,0.314000
2012-10-08 04:00:00,4.000000,779,0.166984,0.779000
2012-10-08 05:00:00,5.000000,2571,0.207033,2.571000
2012-10-08 06:00:00,6.000000,5563,0.260644,5.563000
2012-10-08 07:00:00,7.000000,6676,0.301871,6.676000
2012-10-08 08:00:00,8.000000,5966,0.334409,5.966000
2012-10-08 09:00:00,9.000000,4832,0.377626,4.832000
2012-10-08 10:00:00,10.000000,4395,0.410501,4.395000
2012-10-08 11:00:00,11.000000,4411,0.444578,4.411000
2012-10-08 12:00:00,12.000000,4648,0.497584,4.648000
2012-10-08 13:00:00,13.000000,4602,0.542752,4.602000
2012-10-08 14:00:00,14.000000,5125,0.591877,5.125000
2012-10-08 15:00:00,15.000000,5502,0.633350,5.502000
2012-10-08 16:00:00,16.000000,5979,0.663977,5.979000
2012-10-08 17:00:00,17.000000,5663,0.706234,5.663000
2012-10-08 18:00:00,18.000000,4259,0.742718,4.259000
2012-10-08 19:00:00,19.000000,3069,0.781805,3.069000
2012-10-08 20:00:00,20.000000,2378,0.821484,2.378000
2012-10-08 21:00:00,21.000000,2030,0.888547,2.030000
2012-10-08 22:00:00,22.000000,1400,0.913127,1.400000
2012-10-08 23:00:00,23.000000,917,0.955291,0.917000
2012-10-14 00:00:00,-24.000000,1309,-1.008700,1.309000
2012-10-14 01:00:00,-23.000000,870,-0.952934,0.870000
2012-10-14 02:00:00,-22.000000,654,-0.927874,0.654000
2012-10-14 03:00:00,-21.000000,364,-0.876477,0.364000
2012-10-14 04:00:00,-20.000000,262,-0.839552,0.262000
2012-10-14 05:00:00,-19.000000,505,-0.788980,0.505000
2012-10-14 06:00:00,-18.000000,861,-0.753547,0.861000
2012-10-14 07:00:00,-17.000000,1132,-0.716532,1.132000
2012-10-14 08:00:00,-16.000000,1797,-0.666862,1.797000
2012-10-14 09:00:00,-15.000000,2685,-0.622025,2.685000
2012-10-14 09:00:00,-15.000000,2685,-0.624538,2.685000
2012-10-14 09:00:00,-15.000000,2685,-0.622900,2.685000
2012-10-14 10:00:00,-14.000000,3370,-0.587738,3.370000
2012-10-14 10:00:00,-14.000000,3370,-0.585852,3.370000
2012-10-14 11:00:00,-13.000000,3662,-0.546337,3.662000
2012-10-14 11:00:00,-13.000000,3662,-0.544164,3.662000
2012-10-14 12:00:00,-12.000000,4076,-0.505647,4.076000
2012-10-14 12:00:00,-12.000000,4076,-0.511988,4.076000
2012-10-14 12:00:00,-12.000000,4076,-0.498768,4.076000
2012-10-14 13:00:00,-11.000000,4128,-0.461123,4.128000
2012-10-14 13:00:00,-11.000000,4128,-0.469654,4.128000
2012-10-14 13:00:00,-11.000000,4128,-0.455120,4.128000
2012-10-14 14:00:00,-10.000000,4358,-0.422967,4.358000
2012-10-14 14:00:00,-10.000000,4358,-0.416306,4.358000
2012-10-14 14:00:00,-10.000000,4358,-0.411604,4.358000
2012-10-14 15:00:00,-9.000000,4342,-0.374104,4.342000
2012-10-14 15:00:00,-9.000000,4342,-0.367087,4.342000
2012-10-14 16:00:00,-8.000000,4234,-0.341909,4.234000
2012-10-14 17:00:00,-7.000000,4271,-0.288873,4.271000
2012-10-14 17:00:00,-7.000000,4271,-0.296422,4.271000
2012-10-14 18:00:00,-6.000000,4080,-0.256047,4.080000
2012-10-14 19:00:00,-5.000000,3453,-0.212353,3.453000
2012-10-14 20:00:00,-4.000000,2718,-0.168830,2.718000
2012-10-14 21:00:00,-3.000000,2439,-0.124610,2.439000
2012-10-14 22:00:00,-2.000000,1819,-0.091425,1.819000
2012-10-14 23:00:00,-1.000000,1002,-0.035411,1.002000
2012-10-14 23:00:00,-1.000000,1002,-0.038433,1.002000
2012-10-15 00:00:00,0.000000,542,-0.010668,0.542000
2012-10-15 00:00:00,0.000000,542,0.010335,0.542000
2012-10-15 01:00:00,1.000000,303,0.054833,0.303000
2012-10-15 02:00:00,2.000000,239,0.091519,0.239000
2012-10-15 03:00:00,3.000000,335,0.123751,0.335000
2012-10-15 03:00:00,3.000000,335,0.117564,0.335000
2012-10-15 04:00:00,4.000000,810,0.173989,0.810000
2012-10-15 04:00:00,4.000000,810,0.163867,0.810000
2012-10-15 05:00:00,5.000000,2606,0.216823,2.606000
2012-10-15 05:00:00,5.000000,2606,0.209780,2.606000
2012-10-15 06:00:00,6.000000,5714,0.256782,5.714000
2012-10-15 07:00:00,7.000000,6798,0.294141,6.798000
2012-10-15 08:00:00,8.000000,6114,0.338240,6.114000
2012-10-15 09:00:00,9.000000,5094,0.375073,5.094000
2012-10-15 10:00:00,10.000000,4473,0.429069,4.473000
2012-10-15 11:00:00,11.000000,4529,0.459215,4.529000
2012-10-15 12:00:00,12.000000,4823,0.502792,4.823000
2012-10-15 13:00:00,13.000000,4872,0.554744,4.872000
2012-10-15 14:00:00,14.000000,5238,0.573974,5.238000
2012-10-15 15:00:00,15.000000,5584,0.616177,5.584000
2012-10-15 16:00:00,16.000000,6246,0.673399,6.246000
2012-10-15 17:00:00,17.000000,5957,0.700187,5.957000
2012-10-15 18:00:00,18.000000,4535,0.763497,4.535000
2012-10-15 19:00:00,19.000000,3234,0.788794,3.234000
2012-10-15 20:00:00,20.000000,2677,0.828143,2.677000
2012-10-15 21:00:00,21.000000,2077,0.888354,2.077000
2012-10-15 22:00:00,22.000000,1380,0.926948,1.380000
2012-10-15 23:00:00,23.000000,927,0.971302,0.927000
2012-10-21 00:00:00,-24.000000,1372,-0.993708,1.372000
2012-10-21 08:00:00,-16.000000,1928,-0.672647,1.928000
2012-10-21 08:00:00,-16.000000,1928,-0.653402,1.928000
2012-10-21 17:00:00,-7.000000,4695,-0.293528,4.695000
2012-10-21 18:00:00,-6.000000,4335,-0.244427,4.335000
2012-10-21 22:00:00,-2.000000,1583,-0.076755,1.583000
2012-10-21 23:00:00,-1.000000,959,-0.042743,0.959000
2012-10-22 00:00:00,0.000000,498,0.004264,0.498000
2012-10-22 01:00:00,1.000000,306,0.048071,0.306000
2012-10-22 02:00:00,2.000000,259,0.085947,0.259000
2012-10-22 03:00:00,3.000000,324,0.117365,0.324000
2012-10-22 04:00:00,4.000000,806,0.168738,0.806000
2012-10-22 05:00:00,5.000000,2622,0.217544,2.622000
2012-10-22 06:00:00,6.000000,5456,0.245177,5.456000
2012-10-22 10:00:00,10.000000,4324,0.415628,4.324000
2012-10-22 11:00:00,11.000000,4378,0.455311,4.378000
2012-10-22 12:00:00,12.000000,4639,0.512842,4.639000
2012-10-22 13:00:00,13.000000,4546,0.546335,4.546000
2012-10-22 14:00:00,14.000000,5006,0.586163,5.006000
2012-10-22 15:00:00,15.000000,5361,0.619653,5.361000
2012-10-22 16:00:00,16.000000,6101,0.670411,6.101000
2012-10-22 17:00:00,17.000000,5781,0.703650,5.781000
2012-10-22 18:00:00,18.000000,4272,0.750221,4.272000
2012-10-22 19:00:00,19.000000,3091,0.787251,3.091000
2012-10-22 20:00:00,20.000000,2434,0.838031,2.434000
2012-10-22 21:00:00,21.000000,1984,0.879004,1.984000
2012-10-22 22:00:00,22.000000,1383,0.915220,1.383000
2012-10-22 23:00:00,23.000000,959,0.961083,0.959000
2012-10-28 00:00:00,-24.000000,1564,-1.007591,1.564000
2012-10-28 01:00:00,-23.000000,795,-0.968689,0.795000
2012-10-28 02:00:00,-22.000000,447,-0.913615,0.447000
2012-10-28 03:00:00,-21.000000,443,-0.873843,0.443000
2012-10-28 04:00:00,-20.000000,330,-0.828923,0.330000
2012-10-28 05:00:00,-19.000000,453,-0.775117,0.453000
2012-10-28 06:00:00,-18.000000,755,-0.743441,0.755000
2012-10-28 07:00:00,-17.000000,953,-0.714672,0.953000
2012-10-28 08:00:00,-16.000000,1650,-0.658910,1.650000
2012-10-28 09:00:00,-15.000000,2442,-0.634138,2.442000
2012-10-28 10:00:00,-14.000000,3230,-0.586539,3.230000
2012-10-28 11:00:00,-13.000000,3575,-0.542141,3.575000
2012-10-28 12:00:00,-12.000000,4139,-0.488102,4.139000
2012-10-28 13:00:00,-11.000000,3892,-0.463505,3.892000
2012-10-28 14:00:00,-10.000000,3989,-0.422406,3.989000
2012-10-28 15:00:00,-9.000000,4294,-0.375684,4.294000
2012-10-28 16:00:00,-8.000000,4521,-0.337941,4.521000
2012-10-28 17:00:00,-7.000000,4280,-0.283843,4.280000
2012-10-28 18:00:00,-6.000000,3945,-0.257500,3.945000
2012-10-28 19:00:00,-5.000000,3169,-0.216302,3.169000
2012-10-28 20:00:00,-4.000000,2772,-0.169707,2.772000
2012-10-28 21:00:00,-3.000000,2213,-0.128459,2.213000
2012-10-28 22:00:00,-2.000000,1570,-0.069934,1.570000
2012-10-28 23:00:00,-1.000000,1065,-0.035073,1.065000
2012-10-29 00:00:00,0.000000,530,0.000608,0.530000
2012-10-29 01:00:00,1.000000,331,0.033157,0.331000
2012-10-29 02:00:00,2.000000,270,0.089197,0.270000
2012-10-29 03:00:00,3.000000,316,0.118054,0.316000
2012-10-29 04:00:00,4.000000,799,0.155939,0.799000
2012-10-29 05:00:00,5.000000,2513,0.216584,2.513000
2012-10-29 06:00:00,6.000000,5503,0.252201,5.503000
2012-10-29 07:00:00,7.000000,6642,0.298062,6.642000
2012-10-29 08:00:00,8.000000,6195,0.335547,6.195000
2012-10-29 09:00:00,9.000000,5246,0.380950,5.246000
2012-10-29 10:00:00,10.000000,4460,0.412146,4.460000
2012-10-29 11:00:00,11.000000,4580,0.451151,4.580000
2012-10-29 12:00:00,12.000000,4771,0.504733,4.771000
2012-10-29 13:00:00,13.000000,4836,0.536087,4.836000
2012-10-29 14:00:00,14.000000,5138,0.578545,5.138000
2012-10-29 15:00:00,15.000000,5606,0.621837,5.606000
2012-10-29 16:00:00,16.000000,6120,0.666788,6.120000
2012-10-29 17:00:00,17.000000,5985,0.705875,5.985000
2012-10-29 18:00:00,18.000000,4418,0.740452,4.418000
2012-10-29 19:00:00,19.000000,3089,0.787197,3.089000
2012-10-29 20:00:00,20.000000,2636,0.817893,2.636000
2012-10-29 21:00:00,21.000000,2117,0.879342,2.117000
2012-10-29 22:00:00,22.000000,1437,0.905541,1.437000
2012-10-29 23:00:00,23.000000,920,0.950664,0.920000
